a3dr_boss302_laguna_seca, Ford Mustang Boss 302 Laguna Seca Ford, 444bhp, 515Nm, 1603kg, 288km/h, 4.2s 0-100, 3.61kg/hp
drm_121_2, BMW 320i Turbo DRM '79B Schnitzer BMW, 537 PS, 448 Nm, 890 kg, 270+km/h, -, 1.66kg/PS
drm_121_3, BMW 320i Turbo DRM '80 Schnitzer BMW, 570 PS, 478 Nm, 890 kg, 270+km/h, -, 1.56kg/PS
drm_1h, Porsche 935 K2 3.0 DRM '77 Porsche, 560 PS, 587.1 Nm, 970 kg, 270+km/h, --s, 1.73kg/PS
drm_1h_2, Porsche 935 K2 3.0 DRM '77 Porsche, 560 PS, 587.1 Nm, 970 kg, 270+km/h, --s, 1.73kg/PS
drm_1n, BMW M1 Turbo DRM '81 BMW, 882 PS, 781 Nm, 1105 kg, 270+km/h, , 1.25kg/PS
drm_3h, Porsche 935 K3 DRM '79 Porsche, 773 PS, 742 Nm, 1025 kg, 270+km/h, , 1.33kg/PS
drm_3h_2, Porsche 935 K3 DRM '79 JOEST Porsche, 773 PS, 742 Nm, 1020 kg, 270+km/h, --s, 1.32kg/PS
drm_aero, Ford Capri Turbo DRM '80 Zakspeed Ford, 590 PS, 503 Nm, 895 kg, 270+km/h, , 1.52kg/PS
drm_carma, Ferrari 308 GTB Turbo DRM '80 Ferrari, 801PS, 730Nm, 1075 kg, 270+km/h, , 1.34kg/PS
drm_carma_2, Ferrari 308 GTB Turbo DRM '81 LS Ferrari, 813PS, 741Nm, 1075 kg, 270+km/h, , 1.32kg/PS
drm_delikata, Toyota Celica LB Turbo DRM '77 Toyota, 566 PS, 466 Nm, 855 kg, 270+km/h, , 1.51kg/PS
drm_delikata_2, Toyota Celica LB Turbo DRM '78 Toyota, 585 PS, 480 Nm, 855 kg, 270+km/h, , 1.46kg/PS
drm_monastir, Lancia Beta Montecarlo Turbo DRM '79 Lancia, 506PS, 420Nm, 805 kg, 270+km/h, , 1.59kg/PS
drm_monastir_2, Lancia Beta Montecarlo Turbo DRM '80 Lancia, 540PS, 444Nm, 880 kg, 270+km/h, , 1.63kg/PS
drm_scream, Ford Escort II RS Turbo DRM '78 Ford, 558 PS, 456 Nm, 805 kg, 280+km/h, --s, 1.44kg/PS
faz_bmw_m6_com, BMW M6 F13 Gran Coupe 2016 BMW, 560л.с., 680Нм, 1850kg, 330 km/h (limiter removed), 4.67s 0-100, 3.3кг/л.с.
faz_mercedes_g63, Mercedes-Benz G-Class AMG 63 (W463) Akrapovič Mercedes-Benz, 585 bhp, 850 Nm, 2235kg, 284km/h, 4.5s 0-100, 3.82 kg/hp
ferrari_312t, Ferrari 312T Ferrari, 495bhp, 308Nm, 606kg, 320km/h, --s 0-100, 1.22kg/hp
ferrari_458, Ferrari 458 Italia Ferrari, 570bhp, 540Nm, 1573kg, 325+km/h, 3.3s 0-100, 2.76kg/hp
ferrari_458_gt2, Ferrari 458 GT2 Ferrari, 470bhp, 520Nm, 1245kg, 270+km/h, --s 0-100, 2.65kg/hp
ferrari_458_s3, Ferrari 458 Italia Stage 3 Ferrari, 570bhp, 540Nm, 1140kg, 325+km/h, --s 0-100, 2.00kg/hp
ferrari_599xxevo, Ferrari 599XX EVO Ferrari, 750bhp, 700Nm, 1310kg, 303km/h, 2.5s 0-100, 1.74kg/hp
ferrari_daytona_competizione, Ferrari 365 GTB/4 Daytona Competizione Ferrari, 430hp, 461Nm, 1200 kg, 300 km/h, , 2.79kg/cv
ferrari_f40, Ferrari F40 Ferrari, 478bhp, 577Nm, 1175kg, 324km/h, 3.5s 0-100, 2.46kg/hp
ferrari_f40_s3, Ferrari F40 Stage 3 Ferrari, 610+bhp, 715Nm, 1175kg, --km/h, --s 0-100, 1.93kg/hp
ferrari_laferrari, Ferrari LaFerrari Ferrari, 963bhp, 900+Nm, 1255kg, 350+km/h, <3.0s 0-100, 1.3 kg/hp
gue_techart_gt_street_r, TECHART GTstreet R TECHART, 800 bhp, 950 Nm, 1670 kg, 350 km/h, 2.5 s 0–100, 2.09 kg/hp
ier_p13c, HPD ARX-03c Honda, 603 bhp, 485 Nm, 890kg, 310+km/h, --s 0-100, 1.48 kg/hp
ier_porsche_911_gta, Porsche 911 GT America Porsche, 477 bhp, 484 Nm, 1190kg, 300+km/h, --s, 2.49 kg/hp
jw_bmw_m5_e28, BMW E28 M5 '85 BMW, 286 bhp, 340 Nm, 1430 kg, 245 km/h, 6.5 s 0–100, 5 kg/hp
jw_lexus_lfa, Lexus LFA Lexus, 552 bhp, 480 Nm, 1480 kg, 325 km/h, 3.7 s 0–100, 2.68 kg/hp
krb_audi_silhouette, KRB Audi S1 Silhouette Kai Roger Bakken, 1139 bhp, 1069 Nm, 1125 kg, 300km/h, 4,3s, 1.66kg/cv
krb_tiga_lotus, KRB Lotus/Tiga Esprit Kai Roger Bakken, ~850 bhp, ~1000 Nm, 1048 kg, 320+km/h, 4,3s, 1.23 kg/hp
ks_abarth_595ss, Abarth 595 SS Abarth, 32bhp, 44Nm, 470kg, 130km/h, 25.8s 0-100, 18.9kg/hp
ks_abarth_595ss_s1, Abarth 595 SS Step 1 Abarth, 32bhp, 44Nm, 470kg, 130km/h, 25.8s 0-100, 18.9kg/hp
ks_abarth_595ss_s2, Abarth 595 SS Step 2 Abarth, 65bhp, 80Nm, 470kg, --km/h, --s 0-100, 6.71kg/hp
ks_abarth500_assetto_corse, Abarth 500 Assetto Corse Abarth, 195bhp, 302Nm, 930kg, 225km/h, <7s 0-100, 4.60kg/hp
ks_alfa_33_stradale, Alfa Romeo 33 Stradale Alfa Romeo, 230bhp, 206Nm, 700kg, 260 km/h, s 0-100, 3.04kg/hp
ks_alfa_giulia_qv, Alfa Romeo Giulia Quadrifoglio Alfa Romeo, 510bhp, 600Nm, 1595kg, 307km/h, 3.9s 0-100, 3.13kg/hp
ks_alfa_mito_qv, Alfa Romeo Mito QV Alfa Romeo, 168bhp, 250Nm, 1140kg, 219km/h, 7.3s 0-100, 6.70kg/hp
ks_alfa_romeo_155_v6, Alfa Romeo 155 TI V6 Alfa Romeo, 420bhp, 294Nm, 1050kg, 280+km/h, , 2.50kg/hp
ks_alfa_romeo_4c, Alfa Romeo 4C Alfa Romeo, 240bhp, 350Nm, 925kg, 245km/h, 4.5s 0-100, 3.90kg/hp
ks_alfa_romeo_gta, Alfa Romeo GTA Alfa Romeo, 170bhp, 200Nm, 750kg, 210+km/h, --s 0-100, 4.41kg/hp
ks_audi_a1s1, Audi S1 Audi, 231bhp, 370Nm, 1340kg, 241km/h, 5.8s 0-100, 5.80kg/hp
ks_audi_r18_etron_quattro, Audi R18 e-tron quattro 2014 Audi, 700+bhp, 850+Nm, 915kg, 330km/h, <3.0s 0-100, 1.30kg/hp
ks_audi_r8_lms, Audi R8 LMS Ultra Audi, 570bhp, 500+Nm, 1250kg, --km/h, --s 0-100, 2.19kg/hp
ks_audi_r8_lms_2016, Audi R8 LMS 2016 Audi, 500bhp, 500Nm, 1270kg, --km/h, --s 0-100, 2.54kg/hp
ks_audi_r8_plus, Audi R8 V10 Plus Audi, 550bhp, 540Nm, 1620kg, 317km/h, 3.5s 0-100, 3.00kg/hp
ks_audi_sport_quattro, Audi Sport quattro Audi, 306bhp, 350Nm, 1298kg, 250km/h, 4.7s 0-100, 4.18kg/hp
ks_audi_sport_quattro_rally, Audi Sport quattro S1 E2 Audi, 540bhp, 570Nm, 1090kg, 250+km/h, 3.1s 0-100, 2.01kg/hp
ks_audi_sport_quattro_s1, Audi Sport quattro Step1 Audi, 373bhp, 425Nm, 1298kg, 272km/h, 4.5s 0-100, 3.43kg/hp
ks_audi_tt_cup, Audi TT Cup Audi, 310bhp, 400+Nm, 1125kg, --km/h, 4.7s 0-100, 3.62kg/hp
ks_audi_tt_vln, Audi TT RS (VLN) Audi, 390bhp, 530Nm, 1120kg, km/h, --s 0-100, 2.87kg/hp
ks_bmw_m235i_racing, BMW M235i Racing BMW, 333bhp, 500Nm, 1424kg, 250+km/h, --s 0-100, 4.27kg/hp
ks_bmw_m4, BMW M4 BMW, 431bhp, 550Nm, 1572kg, 250km/h, 3.9s 0-100, 3.64kg/hp
ks_bmw_m4_akrapovic, BMW M4 Akrapovic BMW, 445bhp, 589Nm, 1572kg, 250km/h, 3.9s 0-100, 3.53kg/hp
ks_corvette_c7_stingray, Chevrolet Corvette C7 Stingray Chevrolet, 455bhp, 625Nm, 1496kg, 290km/h, 3.8s 0-100, 3.29kg/hp
ks_corvette_c7r, Chevrolet Corvette C7R Chevrolet, 495+bhp, 650+Nm, 1320kg, 280+km/h, --s 0-100, 2.66kg/hp
ks_ferrari_250_gto, Ferrari 250 GTO Ferrari, 300bhp, 294Nm, 880kg, 280km/h, 6.1s 0-100, 2.93kg/hp
ks_ferrari_288_gto, Ferrari GTO Ferrari, 400bhp, 496Nm, 1160kg, 305km/h, 4.9s 0-100, 2.9kg/hp
ks_ferrari_312_67, Ferrari 312/67 Ferrari, 390bhp, --Nm, 548kg, --km/h, --s 0-100, 1.41kg/hp
ks_ferrari_330_p4, Ferrari 330 P4 Ferrari, 450bhp, --Nm, 792kg, 320km/h, --s 0-100, 1.76kg/hp
ks_ferrari_488_gt3, Ferrari 488 GT3 Ferrari, 500bhp, 640Nm, 1270kg, --km/h, --s 0-100, 2.54kg/hp
ks_ferrari_488_gtb, Ferrari 488 GTB Ferrari, 660bhp, 760Nm, 1370kg, 330km/h, 3.0s 0-100, 2.08kg/hp
ks_ferrari_812_superfast, Ferrari 812 Superfast Ferrari, 800bhp, 718Nm, 1525kg, >340km/h, 2.9s 0-100, 1.91kg/hp
ks_ferrari_f138, Ferrari F138 Ferrari, 763bhp, 310Nm, 642kg*, --km/h, --s 0-100, 0.84kg/hp
ks_ferrari_f2004, Ferrari F2004 Ferrari, 865bhp, --Nm, --kg, --km/h, --s 0-100, --kg/hp
ks_ferrari_fxx_k, Ferrari FXX K Ferrari, 1050bhp, 900+Nm, --kg, 350+km/h, <3.0s 0-100, --kg/hp
ks_ferrari_sf15t, Ferrari SF15-T Ferrari, 840bhp, 721Nm, 702kg*, --km/h, --s 0-100, 0.83kg/hp
ks_ferrari_sf70h, Ferrari SF70H Ferrari, --bhp, --Nm, --kg, --km/h, --s 0-100, --kg/hp
ks_ford_escort_mk1, Ford Escort RS1600 Ford, 260+bhp, 200+Nm, 885kg, 220+km/h, --s 0-100, 3.40kg/hp
ks_ford_gt40, Ford GT40 Ford, 430bhp, 530Nm, 1025kg, 335km/h, --s 0-100, 2.38kg/hp
ks_ford_mustang_2015, Ford Mustang 2015 Ford, 435bhp, 542Nm, 1680kg, 250km/h, 4.4s 0-100, 3.84kg/hp
ks_glickenhaus_scg003, SCG 003C Scuderia Glickenhaus, 530bhp, 700Nm, 1350kg, --km/h, --s 0-100, 2.54kg/hp
ks_lamborghini_aventador_sv, Lamborghini Aventador SV Lamborghini, 750hp, 690Nm, 1525kg, 350+km/h, 2.8s 0-100, 2.03kg/hp
ks_lamborghini_countach, Lamborghini Countach Lamborghini, 442bhp, 500Nm, 1490kg, 295km/h, 5.6s 0-100, 3,34kg/hp
ks_lamborghini_countach_s1, Lamborghini Countach S1 Lamborghini, 442bhp, 500Nm, 1490kg, 295km/h, 5.6s 0-100, 3,34kg/hp
ks_lamborghini_gallardo_sl, Lamborghini Gallardo SL Lamborghini, 570bhp, 540Nm, 1340kg, 325km/h, 3.4s 0-100, 2.35kg/hp
ks_lamborghini_gallardo_sl_s3, Lamborghini Gallardo SL Step3 Lamborghini, 1200bhp, --Nm, 1390kg, 349km/h, 2.5s 0-100, 1.16kg/hp
ks_lamborghini_huracan_gt3, Lamborghini Huracan GT3 Lamborghini, 600bhp, 500+Nm, 1239kg, --km/h, --s 0-100, 2.07kg/hp
ks_lamborghini_huracan_performante, Lamborghini Huracan Performante Lamborghini, 640bhp, 600Nm, 1382kg, 325km/h, 2.9s 0-100, 2.15kg/hp
ks_lamborghini_huracan_st, Lamborghini Huracan ST Lamborghini, 620bhp, 570Nm, 1270kg, --km/h, --s 0-100, 2.04kg/hp
ks_lamborghini_miura_sv, Lamborghini Miura P400 SV Lamborghini, 385bhp, 400Nm, 1245kg, 300km/h, 6.5s 0-100, 3.19kg/hp
ks_lamborghini_sesto_elemento, Lamborghini Sesto Elemento Lamborghini, 570hp, 540Nm, 999kg, 350km/h, 2.5s 0-100, 1.75kg/hp
ks_lotus_25, Lotus Type 25 Lotus Classic Cars, 195bhp, 160Nm, 451kg, --km/h, --s 0-100, 2.31kg/hp
ks_lotus_3_eleven, Lotus 3-Eleven Lotus, 460bhp, 525Nm, 890kg, 290km/h, 2.9s 0-100, 1.93kg/hp
ks_lotus_72d, Lotus 72D Lotus Classic Cars, 440bhp, 332Nm, 550kg, --km/h, --s 0-100, 1.25kg/hp
ks_maserati_250f_12cyl, Maserati 250F 12 cylinder Maserati, 310bhp, --Nm, 670kg, --km/h, --s 0-100, 2.16kg/hp
ks_maserati_250f_6cyl, Maserati 250F 6 cylinder Maserati, 270bhp, --Nm, 670kg, --km/h, --s 0-100, 2.48kg/hp
ks_maserati_alfieri, Maserati Alfieri Maserati, 460bhp, 520Nm, 1496kg, --km/h, --s 0-100, 3.25kg/hp
ks_maserati_gt_mc_gt4, Maserati GranTurismo MC GT4 Maserati, 430bhp, 535Nm, 1410kg, --km/h, --s 0-100, 3.27kg/hp
ks_maserati_levante, Maserati Levante S Maserati, 424bhp, 580Nm, 2108kg, --km/h, 5.0s 0-100, 4.97kg/cv
ks_maserati_mc12_gt1, Maserati MC12 GT1 Maserati, 580bhp, 650Nm, 1100kg, 320km/h, --s 0-100, 1.89kg/hp
ks_maserati_quattroporte, Maserati Quattroporte GTS Maserati, 530bhp, 710Nm, 1900kg, 310km/h, 4.7s 0-100, 3.58kg/hp
ks_mazda_787b, Mazda 787B Mazda, 690bhp, 608Nm, 845kg, 340+km/h, --s, 1.22kg/hp
ks_mazda_miata, Mazda Miata NA Mazda, 130bhp, 152Nm, 1040kg, 197+km/h, 8.8s 0-100km/h, 8kg/hp
ks_mazda_mx5_cup, Mazda MX5 Cup Mazda, 160bhp, 200Nm, 908kg, --km/h, --s 0-100, 5.67kg/hp
ks_mazda_mx5_nd, Mazda MX5 ND Mazda, 160bhp, 200Nm, 1058kg, 214km/h, 7.3s 0-100, 6.61kg/hp
ks_mazda_rx7_spirit_r, Mazda RX-7 Spirit R Mazda, 276bhp, 314Nm, 1270kg, 256km/h, 5.3s 0-100, 4.60kg/hp
ks_mazda_rx7_tuned, Mazda RX-7 Tuned Mazda, 444bhp, 398Nm, 1312kg, --km/h, --s 0-100, 2.95kg/hp
ks_mclaren_570s, McLaren 570S McLaren, 562bhp, 600Nm, 1313kg, 328km/h, 3.2s 0-100, 2.33kg/hp
ks_mclaren_650_gt3, McLaren 650S GT3 McLaren, 500bhp, 500Nm, 1240kg, 275+km/h, --s 0-100, 2.48kg/hp
ks_mclaren_f1_gtr, McLaren F1 GTR McLaren, 595bhp, 693Nm, 1010kg, 330+km/h, --s 0-100, 1.69kg/hp
ks_mclaren_p1, McLaren P1™ McLaren, 903bhp, 900Nm, 1450kg, 350km/h, 2.8s 0-100, 1.60kg/hp
ks_mclaren_p1_gtr, McLaren P1™ GTR McLaren, 986bhp, 1000+Nm, 1400kg, 350+km/h, 2.4s 0-100, 1.41kg/hp
ks_mercedes_190_evo2, Mercedes-Benz 190E EVO II Mercedes-Benz, 370+bhp, 310Nm, 980kg, 280+km/h, --s 0-100, 2.64kg/hp
ks_mercedes_amg_gt3, Mercedes-Benz AMG GT3 Mercedes-Benz, 520bhp, 600Nm, 1265kg, 280+km/h, --s 0-100, 2.43kg/hp
ks_mercedes_c9, Mercedes-Benz C9 1989 LM Mercedes-Benz, 750+bhp, 500Nm, 905kg, 380+km/h, --s 0-100, 1.20kg/hp
ks_nissan_370z, Nissan 370z Nismo Nissan, 350bhp, 374Nm, 1498kg, 250km/h, 5.0s 0-100, 4.28kg/cv
ks_nissan_gtr, Nissan GT-R NISMO Nissan, 592bhp, 652Nm, 1750kg, 313km/h, 2.1s 0-100, 2.28kg/hp
ks_nissan_gtr_gt3, Nissan GT-R GT3 Nissan, 600bhp, 700Nm, 1300kg, 280+km/h, --s 0-100, 2.17kg/hp
ks_nissan_skyline_r34, Nissan Skyline GTR R34 V-Spec Nissan, 325bhp, 392Nm, 1560kg, 250+km/h, 4.9s 0-100, 4.83kg/hp
ks_pagani_huayra_bc, Pagani Huayra BC Pagani, 740bhp, 1100Nm, 1218kg, --km/h, --s 0-100, 1.64kg/hp
ks_porsche_718_boxster_s, Porsche 718 Boxster S Porsche, 350hp, 420Nm, 1355kg, 285km/h, 4.6s 0-100, 3.87kg/hp
ks_porsche_718_boxster_s_pdk, Porsche 718 Boxster S PDK Porsche, 350hp, 420Nm, 1385kg, 285km/h, 4.2s 0-100, 3.95kg/hp
ks_porsche_718_cayman_s, Porsche 718 Cayman S Porsche, 350bhp, 420Nm, 1355kg, 285km/h, 4.7s 0-100, 3.87kg/hp
ks_porsche_718_spyder_rs, Porsche 718 RS 60 Spyder Porsche, 150hp, 148Nm, 580kg, 230km/h, --s 0-100, 3.8kg/hp
ks_porsche_908_lh, Porsche 908 LH Porsche, 350bhp, 320Nm, 680kg, 320km/h, --s 0-100, 1.94kg/hp
ks_porsche_911_carrera_rsr, Porsche 911 Carrera RSR 3.0 Porsche, 330bhp, --Nm, 850kg, 280km/h, --s 0-100, 2.57kg/hp
ks_porsche_911_gt1, Porsche 911 GT1-98 Porsche, 600hp, --Nm, 950kg, 350km/h, --s 0-100, 1.58kg/hp
ks_porsche_911_gt3_cup_2017, Porsche 911 GT3 Cup 2017 Porsche, 485hp, --Nm, 1220kg, --km/h, --s 0-100, 2.51kg/hp
ks_porsche_911_gt3_r_2016, Porsche 911 GT3 R 2016 Porsche, 500hp, --Nm, 1245kg, --km/h, --s 0-100, 2.49kg/hp
ks_porsche_911_gt3_rs, Porsche 911 GT3 RS Porsche, 500hp, 460Nm, 1420kg, 310km/h, 3.1s 0-100, 2.84kg/hp
ks_porsche_911_r, Porsche 911 R Porsche, 500hp, 460Nm, 1370kg, 323km/h, 3.8s 0-100, 2.74kg/hp
ks_porsche_911_rsr_2017, Porsche 911 RSR 2017 Porsche, 510hp, --Nm, 1245kg, 270+km/h, --s 0-100, 2.49kg/hp
ks_porsche_917_30, Porsche 917/30 Spyder Porsche, 1200bhp, 1200Nm, 800kg, 385km/h, 2.4s 0-100, 0.66kg/hp
ks_porsche_917_k, Porsche 917 K Porsche, 600hp, --Nm, 820kg, 350km/h, --s 0-100, 1.36kg/hp
ks_porsche_918_spyder, Porsche 918 Spyder Porsche, 887bhp, 1275Nm, 1640kg, 345km/h, 2.6s 0-100, 1.84kg/hp
ks_porsche_919_hybrid_2015, Porsche 919 Hybrid 2015 Porsche, 900hp, --Nm, 875kg, --km/h, 2.2s 0-100, 0.97kg/hp
ks_porsche_919_hybrid_2016, Porsche 919 Hybrid 2016 Porsche, 900hp, --Nm, 875kg, --km/h, 2.2s 0-100, 0.97kg/hp
ks_porsche_935_78_moby_dick, Porsche 935/78 'Moby Dick' Porsche, 845bhp, 784Nm, 1025kg, 366km/h, 2.6s 0-100, 1.21kg/hp
